,2020,2019,2018,2017,2016,2015,2010,2005,2000,1995,1990,1985,1980,1975,1970,1965,1960,1955
Slovakia,"5,459,642","5,457,013","5,453,014","5,447,900","5,442,003","5,435,611","5,404,294","5,398,963","5,399,211","5,375,470","5,288,454","5,166,798","4,996,731","4,752,540","4,538,841","4,383,452","4,140,129","3,815,402"
Norway,"5,421,241","5,378,857","5,337,962","5,296,326","5,250,949","5,199,836","4,885,878","4,632,364","4,499,367","4,366,995","4,247,285","4,153,105","4,086,076","4,008,031","3,876,060","3,724,463","3,582,507","3,430,340"
Oman,"5,106,626","4,974,986","4,829,473","4,665,928","4,479,219","4,267,348","3,041,434","2,511,251","2,267,973","2,204,277","1,812,161","1,498,418","1,154,377","882,047","723,851","625,009","551,740","495,818"
State of Palestine,"5,101,414","4,981,420","4,862,979","4,747,227","4,635,654","4,529,166","4,055,631","3,577,961","3,224,003","2,618,668","2,101,446","1,759,534","1,510,713","1,323,802","1,126,629","1,191,379","1,069,320","987,755"
Costa Rica,"5,094,118","5,047,561","4,999,441","4,949,954","4,899,345","4,847,804","4,577,378","4,285,502","3,962,372","3,545,534","3,119,433","2,736,712","2,389,977","2,094,188","1,847,394","1,592,841","1,330,782","1,110,087"
Liberia,"5,057,681","4,937,374","4,818,973","4,702,226","4,586,787","4,472,230","3,891,356","3,218,116","2,848,456","2,044,661","2,075,912","2,145,754","1,853,001","1,600,452","1,400,730","1,245,102","1,118,657","1,011,363"
Ireland,"4,937,786","4,882,495","4,818,690","4,753,279","4,695,779","4,652,425","4,554,321","4,141,223","3,783,103","3,592,186","3,510,885","3,510,979","3,384,756","3,137,176","2,908,421","2,823,650","2,791,397","2,873,415"
Central African Republic,"4,829,767","4,745,185","4,666,368","4,596,023","4,537,686","4,493,170","4,386,768","4,038,382","3,640,427","3,222,656","2,806,734","2,542,169","2,199,356","1,958,367","1,811,144","1,639,706","1,501,668","1,401,341"
New Zealand,"4,822,233","4,783,063","4,743,131","4,702,034","4,659,265","4,614,532","4,370,062","4,135,355","3,858,999","3,674,936","3,398,172","3,268,236","3,146,619","3,082,633","2,818,387","2,626,645","2,372,594","2,136,391"
Mauritania,"4,649,658","4,525,696","4,403,313","4,282,570","4,163,533","4,046,301","3,494,195","3,024,194","2,630,219","2,313,630","2,034,346","1,780,030","1,540,640","1,330,598","1,146,780","985,910","850,384","738,299"
Panama,"4,314,767","4,246,439","4,176,869","4,106,769","4,037,078","3,968,487","3,642,687","3,330,217","3,030,328","2,739,668","2,470,947","2,219,201","1,978,487","1,745,138","1,519,285","1,314,677","1,132,997","981,080"
Kuwait,"4,270,571","4,207,083","4,137,312","4,056,099","3,956,875","3,835,591","2,991,884","2,270,198","2,045,123","1,605,901","2,095,344","1,735,274","1,368,677","1,021,720","744,450","472,037","269,029","181,888"
Croatia,"4,105,267","4,130,304","4,156,405","4,182,857","4,208,602","4,232,874","4,328,165","4,378,058","4,428,075","4,616,766","4,776,374","4,716,117","4,598,130","4,500,867","4,423,073","4,328,923","4,192,635","4,030,415"
Moldova,"4,033,963","4,043,263","4,051,944","4,059,684","4,066,009","4,070,700","4,086,081","4,159,293","4,202,658","4,340,597","4,365,564","4,216,249","4,011,076","3,840,045","3,595,555","3,336,592","3,004,452","2,627,012"
Georgia,"3,989,167","3,996,765","4,002,942","4,008,716","4,015,450","4,024,183","4,099,099","4,210,168","4,362,187","4,976,260","5,410,399","5,211,454","5,017,833","4,873,639","4,713,342","4,371,527","4,007,723","3,713,133"
Eritrea,"3,546,421","3,497,117","3,452,786","3,412,893","3,376,557","3,342,818","3,170,435","2,826,659","2,292,416","2,204,222","2,258,653","2,003,937","1,733,416","1,505,439","1,310,945","1,148,189","1,007,590","899,752"
Uruguay,"3,473,730","3,461,734","3,449,285","3,436,641","3,424,129","3,412,009","3,359,275","3,321,803","3,319,736","3,224,281","3,109,601","3,011,519","2,915,389","2,830,176","2,809,793","2,694,536","2,538,643","2,372,559"
Bosnia and Herzegovina,"3,280,819","3,301,000","3,323,925","3,351,525","3,386,266","3,429,361","3,705,472","3,765,331","3,751,176","3,829,050","4,463,423","4,392,131","4,179,855","3,985,105","3,760,529","3,535,643","3,225,668","2,936,309"
Mongolia,"3,278,290","3,225,167","3,170,216","3,113,786","3,056,364","2,998,439","2,719,896","2,526,424","2,397,418","2,298,020","2,184,145","1,921,881","1,689,622","1,479,651","1,278,825","1,107,124","955,505","855,103"
Armenia,"2,963,243","2,957,731","2,951,745","2,944,791","2,936,143","2,925,553","2,877,319","2,981,269","3,069,591","3,217,348","3,538,171","3,335,940","3,099,754","2,832,759","2,525,068","2,211,319","1,874,121","1,563,507"
Jamaica,"2,961,167","2,948,279","2,934,847","2,920,848","2,906,236","2,891,021","2,810,460","2,740,003","2,654,701","2,533,711","2,419,906","2,335,510","2,162,846","2,028,016","1,875,642","1,756,511","1,628,520","1,540,956"
Qatar,"2,881,053","2,832,067","2,781,682","2,724,728","2,654,374","2,565,710","1,856,327","865,416","592,468","513,442","476,278","370,890","223,632","164,320","109,514","73,633","47,384","35,866"
Albania,"2,877,797","2,880,917","2,882,740","2,884,169","2,886,438","2,890,513","2,948,023","3,086,810","3,129,243","3,112,936","3,286,073","2,969,672","2,682,690","2,411,732","2,150,707","1,896,171","1,636,090","1,419,994"
Puerto Rico,"2,860,853","2,933,408","3,039,596","3,163,667","3,283,125","3,381,518","3,579,841","3,631,889","3,668,960","3,567,696","3,403,154","3,263,179","3,090,691","2,844,927","2,631,707","2,507,537","2,294,982","2,195,516"
Lithuania,"2,722,289","2,759,627","2,801,264","2,845,414","2,889,557","2,931,880","3,123,816","3,344,268","3,501,839","3,626,612","3,696,035","3,562,397","3,430,760","3,298,879","3,136,586","2,966,165","2,769,876","2,628,751"
Namibia,"2,540,905","2,494,530","2,448,301","2,402,633","2,358,044","2,314,904","2,118,874","1,938,320","1,794,571","1,627,865","1,432,905","1,198,148","1,057,727","947,921","817,469","716,584","634,142","567,847"
Gambia,"2,416,668","2,347,706","2,280,094","2,213,889","2,149,136","2,085,860","1,793,196","1,543,741","1,317,703","1,128,575","955,593","755,787","637,246","539,979","464,410","405,259","365,047","329,661"
Botswana,"2,351,627","2,303,697","2,254,068","2,205,080","2,159,927","2,120,716","1,987,105","1,799,078","1,643,334","1,469,174","1,286,756","1,069,582","897,868","741,355","627,715","559,994","502,745","463,359"
Gabon,"2,225,734","2,172,579","2,119,275","2,064,823","2,007,873","1,947,686","1,624,140","1,390,549","1,228,360","1,084,946","949,488","827,108","726,328","647,536","589,314","533,361","500,928","484,313"
Lesotho,"2,142,249","2,125,268","2,108,328","2,091,534","2,075,030","2,059,021","1,995,581","1,996,114","2,032,804","1,898,598","1,703,747","1,526,131","1,340,255","1,160,792","1,028,926","922,306","837,270","766,763"
North Macedonia,"2,083,374","2,083,459","2,082,957","2,081,996","2,080,743","2,079,328","2,070,741","2,060,273","2,034,819","1,983,252","1,996,228","1,981,534","1,924,197","1,803,010","1,720,800","1,592,433","1,488,667","1,392,449"
Slovenia,"2,078,938","2,078,654","2,077,837","2,076,394","2,074,210","2,071,199","2,043,337","1,994,976","1,987,717","1,991,131","2,006,405","1,945,130","1,835,831","1,742,623","1,669,581","1,629,433","1,586,637","1,527,205"
Guinea-Bissau,"1,968,001","1,920,922","1,874,303","1,828,145","1,782,438","1,737,202","1,522,599","1,344,930","1,201,301","1,088,854","975,261","872,163","781,677","765,989","704,939","649,790","616,136","576,136"
Latvia,"1,886,198","1,906,743","1,928,459","1,951,097","1,974,266","1,997,674","2,118,861","2,251,993","2,384,164","2,508,480","2,664,439","2,580,758","2,521,391","2,469,444","2,378,021","2,266,943","2,129,586","2,001,574"
Bahrain,"1,701,575","1,641,172","1,569,446","1,494,076","1,425,792","1,371,851","1,240,860","889,164","664,611","563,697","495,931","419,428","359,888","266,543","212,605","187,431","162,427","133,585"
Equatorial Guinea,"1,402,985","1,355,986","1,308,975","1,262,002","1,215,180","1,168,568","943,639","749,535","606,181","496,768","419,188","352,118","249,929","255,800","303,982","276,300","255,333","239,873"
Trinidad and Tobago,"1,399,488","1,394,973","1,389,843","1,384,059","1,377,560","1,370,328","1,328,147","1,296,502","1,267,153","1,254,200","1,221,116","1,170,285","1,084,744","1,010,936","945,360","911,737","847,979","739,709"
Estonia,"1,326,535","1,325,648","1,322,920","1,319,390","1,316,510","1,315,325","1,332,101","1,355,648","1,399,112","1,433,024","1,565,246","1,522,400","1,474,439","1,422,043","1,360,202","1,290,396","1,216,819","1,159,231"
Timor-Leste,"1,318,445","1,293,119","1,267,974","1,243,258","1,219,288","1,196,302","1,093,523","995,135","884,366","844,334","737,814","657,053","599,905","629,227","571,565","519,686","474,532","439,223"
Mauritius,"1,271,768","1,269,668","1,267,185","1,264,499","1,261,865","1,259,456","1,247,955","1,222,003","1,185,145","1,128,673","1,055,868","1,015,762","966,031","892,211","826,441","753,285","660,023","570,648"
Cyprus,"1,207,359","1,198,575","1,189,265","1,179,678","1,170,187","1,160,985","1,112,612","1,027,662","943,290","855,383","766,615","703,685","685,405","649,751","613,618","580,966","572,930","529,972"
Eswatini,"1,160,164","1,148,130","1,136,281","1,124,805","1,113,997","1,104,044","1,064,837","1,030,579","1,005,435","926,841","822,420","699,080","587,858","499,763","431,253","373,919","336,583","303,028"
Djibouti,"988,000","973,560","958,923","944,099","929,112","913,993","840,198","783,254","717,584","630,388","590,398","425,613","358,960","224,183","159,659","114,963","83,636","69,589"
Fiji,"896,445","889,953","883,483","877,459","872,399","868,627","859,818","821,604","811,006","775,425","728,573","711,775","635,307","576,626","520,562","463,968","393,481","335,098"
Réunion,"895,312","888,927","882,526","876,134","869,743","863,363","830,519","791,598","736,710","673,541","610,582","558,699","509,265","484,777","462,025","390,775","335,693","291,658"
Comoros,"869,601","850,886","832,322","813,892","795,592","777,424","689,692","611,627","542,357","475,394","411,594","355,337","307,829","257,290","230,054","207,424","191,121","175,903"
Guyana,"786,552","782,766","779,006","775,222","771,368","767,432","749,436","746,163","746,715","761,291","743,309","770,435","780,153","745,841","704,934","651,868","571,819","482,555"
Bhutan,"771,608","763,092","754,388","745,563","736,708","727,876","685,503","648,739","591,021","534,620","530,804","464,266","406,875","348,396","297,316","253,994","223,288","197,457"
Solomon Islands,"686,884","669,823","652,857","636,039","619,438","603,118","527,861","469,918","412,660","359,281","311,866","270,788","230,546","193,402","160,250","136,816","117,849","102,002"
Macao,"649,335","640,445","631,636","622,585","612,836","602,085","538,219","482,858","427,782","385,513","343,808","283,503","238,071","241,628","246,194","203,228","167,791","189,460"
Montenegro,"628,066","627,987","627,809","627,563","627,264","626,956","624,275","616,391","613,559","620,418","615,002","614,016","580,754","554,262","519,696","533,814","487,413","443,795"
Luxembourg,"625,978","615,729","604,245","591,910","579,264","566,741","507,889","457,842","436,103","408,149","381,791","366,884","364,038","353,983","339,668","330,161","314,588","305,261"
Western Sahara,"597,339","582,463","567,402","552,615","538,749","526,216","480,274","437,515","314,118","255,634","217,258","182,421","150,877","74,954","76,874","50,970","32,761","21,147"
Suriname,"586,632","581,372","575,990","570,496","564,888","559,143","529,131","499,464","470,949","441,851","405,168","368,638","359,519","359,226","367,931","328,936","287,871","249,000"
Cabo Verde,"555,987","549,935","543,767","537,498","531,146","524,743","492,654","463,032","428,188","386,284","337,950","311,678","283,847","270,247","268,627","230,418","201,765","197,195"
Micronesia,"548,914","543,486","538,127","532,899","527,813","522,945","503,579","498,286","484,775","454,932","416,769","355,280","303,493","272,173","248,197","218,651","191,245","171,107"
Maldives,"540,544","530,953","515,696","496,402","475,512","454,915","365,734","319,608","279,398","254,139","223,158","189,537","158,272","136,417","115,691","102,718","89,863","79,703"
Malta,"441,543","440,372","439,248","437,933","436,097","433,559","414,253","404,653","393,645","376,896","362,015","346,250","331,497","322,356","320,545","322,242","312,973","313,526"
Brunei ,"437,479","433,285","428,963","424,473","419,800","414,907","388,646","365,114","333,165","297,114","258,721","224,449","193,879","161,626","129,529","102,386","81,702","63,356"
Guadeloupe,"400,124","400,056","399,848","399,672","399,763","400,255","406,071","402,904","422,051","403,738","389,249","342,730","336,685","328,493","321,883","300,056","275,161","236,064"
Belize,"397,628","390,353","383,071","375,769","368,400","360,933","322,464","283,800","247,315","206,963","187,552","164,921","144,155","133,260","122,182","106,119","92,064","79,870"
Bahamas,"393,244","389,482","385,637","381,755","377,930","374,206","354,942","324,859","298,051","280,184","256,223","234,578","210,591","188,896","169,377","140,059","109,534","88,631"
Martinique,"375,265","375,554","375,673","375,948","376,791","378,478","394,663","397,190","387,004","368,732","358,449","339,876","325,454","327,838","325,011","311,127","281,622","245,675"
Iceland,"341,243","339,031","336,713","334,393","332,206","330,243","320,328","294,979","280,435","267,629","255,043","241,582","228,262","218,070","204,426","192,313","175,592","157,642"
Vanuatu,"307,145","299,882","292,680","285,510","278,330","271,130","236,211","209,282","184,972","168,158","146,573","129,984","115,597","99,859","85,377","74,270","63,689","54,921"
French Guiana,"298,682","290,832","282,938","275,191","267,821","260,999","233,002","202,971","163,165","137,400","115,784","86,439","66,977","56,223","47,930","38,892","32,032","28,490"
Barbados,"287,375","287,025","286,641","286,232","285,796","285,324","282,131","276,323","271,515","265,955","260,936","256,263","252,394","246,154","238,896","235,413","230,980","227,138"
New Caledonia,"285,498","282,750","279,993","277,150","274,191","271,065","253,527","236,442","217,269","193,293","170,336","155,982","145,144","130,264","105,324","91,200","78,056","67,748"
French Polynesia,"280,908","279,287","277,679","276,102","274,575","273,124","266,455","258,780","240,686","218,071","199,905","177,027","153,301","131,233","110,495","93,438","78,076","68,854"
Mayotte,"272,815","266,150","259,531","252,957","246,450","240,020","208,718","178,098","150,331","123,181","94,784","72,104","55,137","45,483","36,969","30,526","24,015","18,985"
Sao Tome & Principe,"219,159","215,056","211,028","207,089","203,227","199,432","180,371","157,472","142,262","131,678","119,209","104,924","95,794","83,138","74,564","64,892","64,302","58,806"
Samoa,"198,414","197,097","196,129","195,352","194,535","193,513","185,949","179,727","174,454","170,054","162,803","159,990","155,525","151,359","143,149","127,054","108,629","94,178"
Saint Lucia,"183,627","182,790","181,889","180,954","180,024","179,126","174,085","163,417","156,729","146,870","138,020","126,244","117,822","109,627","104,015","96,134","89,697","86,477"
Channel Islands,"173,863","172,259","170,499","168,665","166,923","165,385","159,734","151,678","148,443","143,484","140,671","133,808","128,212","126,415","121,197","114,995","109,420","105,609"
Guam,"168,775","167,294","165,768","164,281","162,951","161,853","159,444","158,402","155,329","145,561","130,482","116,572","104,133","93,352","83,877","74,830","66,742","62,641"
Curaçao,"164,093","163,424","162,752","161,997","161,052","159,847","149,192","130,130","132,140","143,882","146,670","150,377","147,996","150,258","143,634","133,878","126,941","116,916"
Kiribati,"119,449","117,606","115,847","114,158","112,524","110,930","102,927","92,325","84,396","77,723","72,400","63,986","59,301","55,114","51,151","46,429","41,202","36,573"
Grenada,"112,523","112,003","111,454","110,874","110,261","109,599","106,233","104,661","102,833","100,288","96,331","99,946","89,032","92,494","94,475","94,636","89,932","81,103"
St. Vincent & Grenadines,"110,940","110,589","110,211","109,827","109,459","109,148","108,255","108,614","107,784","108,035","107,484","104,506","100,566","95,662","90,509","86,011","80,977","73,554"
Aruba,"106,766","106,314","105,845","105,366","104,872","104,341","101,669","100,031","90,853","80,324","62,149","63,026","60,096","60,657","59,063","57,360","54,211","43,724"
Tonga,"105,695","104,494","103,197","101,998","101,133","100,781","103,986","100,905","97,973","95,976","95,069","93,896","92,971","88,318","84,351","74,345","61,577","55,322"
U.S. Virgin Islands,"104,425","104,578","104,680","104,751","104,835","104,958","106,087","107,794","108,722","107,392","103,756","105,280","99,080","86,470","64,726","50,233","33,135","29,682"
Seychelles,"98,347","97,739","97,096","96,418","95,710","94,978","91,264","88,648","80,996","76,649","70,570","69,775","66,244","59,585","52,368","46,782","41,603","38,955"
Antigua and Barbuda,"97,929","97,118","96,286","95,426","94,527","93,566","88,028","81,465","76,016","68,670","62,528","61,786","61,865","62,675","64,177","58,698","54,131","49,648"
Isle of Man,"84,584","84,077","83,598","83,287","83,234","84,857","80,305","76,941","72,131","70,298","64,278","63,551","59,478","55,425","50,141","48,442","52,408"
Andorra,"77,142","77,006","77,001","77,297","78,011","84,449","78,867","65,390","63,850","54,509","44,600","36,067","30,705","24,276","18,549","13,411","9,232"
Dominica,"71,808","71,625","71,458","71,307","71,183","70,878","70,589","69,650","71,098","70,419","73,201","75,314","72,094","71,073","65,038","60,011","54,560"
Cayman Islands,"64,948","64,174","63,382","62,569","61,724","56,672","49,261","42,303","32,166","25,312","19,467","16,212","12,244","9,144","8,369","7,865","6,677"
Bermuda,"62,506","62,756","63,049","63,362","63,692","65,389","66,257","65,012","63,442","61,634","59,602","57,573","55,400","52,565","49,388","44,979","40,708"
Marshall Islands,"58,791","58,413","58,058","57,735","57,439","56,366","55,258","50,753","50,457","47,271","38,333","30,576","25,576","20,395","17,284","14,662","13,894"
Northern Mariana Islands,"57,216","56,882","56,562","56,188","55,780","53,971","56,542","57,453","45,870","45,752","28,720","16,633","14,924","12,994","11,022","9,979","7,985"
Greenland,"56,672","56,564","56,481","56,412","56,377","56,638","56,951","56,175","55,811","55,604","53,190","50,179","49,586","46,074","37,964","31,239","25,846"
American Samoa,"55,312","55,465","55,620","55,741","55,812","56,079","59,562","57,821","53,161","47,347","39,519","32,646","30,052","27,363","23,672","20,123","19,754"
Saint Kitts & Nevis,"52,823","52,441","52,045","51,625","51,203","49,016","46,857","44,074","42,074","40,259","41,866","43,205","44,272","44,883","49,214","51,195","48,492"
Faeroe Islands,"48,678","48,497","48,331","48,173","48,051","47,814","47,722","46,735","45,625","47,274","45,330","43,337","41,299","39,009","36,847","34,615","32,481"
Sint Maarten,"42,388","41,940","41,444","40,808","39,968","34,168","33,434","32,564","31,160","28,812","19,123","13,100","9,557","6,864","4,459","2,833","2,108"
Monaco,"38,964","38,682","38,392","38,070","37,718","35,612","33,843","32,147","30,716","29,438","28,832","26,745","25,198","23,484","23,282","22,452","19,655"
Turks and Caicos,"38,191","37,665","37,115","36,559","35,981","32,660","28,180","20,164","16,216","12,111","9,970","7,888","6,827","5,841","5,823","5,824","5,238"
Saint Martin,"38,002","37,264","36,560","36,065","35,858","37,582","34,248","28,935","27,321","31,520","11,061","8,771","6,881","5,712","4,468","3,893","3,408"
Liechtenstein,"38,019","37,910","37,800","37,658","37,470","35,994","34,713","33,184","30,880","28,789","27,288","25,879","23,438","21,266","18,649","16,493","14,830"
San Marino,"33,860","33,785","33,671","33,504","33,272","31,229","29,324","27,462","25,928","24,125","22,798","21,459","19,831","19,221","17,513","15,432","13,789"
Gibraltar,"33,701","33,718","33,728","33,737","33,736","33,585","33,219","31,077","28,692","29,147","29,154","30,065","30,067","28,606","26,073","23,420","22,788"
British Virgin Islands,"30,030","29,802","29,577","29,355","29,152","27,794","23,107","20,311","19,313","17,489","13,956","11,478","10,699","9,827","8,830","8,048","7,679"
Caribbean Netherlands,"25,979","25,711","25,401","25,020","24,570","20,940","14,403","14,393","15,107","13,019","12,025","11,210","11,027","10,359","9,134","8,074","7,670"
Palau,"18,008","17,907","17,808","17,725","17,665","17,955","19,781","19,105","17,164","15,058","13,528","12,179","12,904","11,811","11,003","9,771","8,322"
Cook Islands,"17,548","17,518","17,507","17,524","17,586","18,391","19,074","17,930","19,097","18,191","17,603","17,512","20,234","21,302","18,894","18,212","16,347"
Anguilla,"14,869","14,731","14,584","14,429","14,279","13,438","12,453","11,252","9,866","8,899","7,293","7,285","7,159","6,771","6,361","6,032","5,783"
Tuvalu,"11,646","11,508","11,370","11,225","11,099","10,530","10,000","9,394","9,298","8,913","8,219","7,637","6,060","5,735","5,386","5,323","5,069"
Wallis & Futuna,"11,432","11,661","11,900","12,107","12,266","12,689","14,939","14,694","14,149","13,800","13,622","11,231","9,320","8,853","8,724","8,157","7,669"
Nauru,"10,756","10,670","10,573","10,475","10,383","10,005","9,849","10,337","10,628","9,505","8,501","7,741","7,175","6,552","5,856","4,375","3,819"
Saint Barthelemy,"9,847","9,816","9,784","9,748","9,693","9,234","8,553","7,427","6,367","5,339","3,368","3,082","2,610","2,343","2,382","2,304","2,245"
Saint Helena,"6,059","6,035","6,008","5,956","5,865","5,183","5,364","6,049","6,247","6,647","6,817","6,582","6,235","5,692","5,328","5,364","5,345"
Saint Pierre & Miquelon,"5,822","5,849","5,887","5,934","5,993","6,353","6,123","6,294","6,392","6,393","6,024","6,131","6,006","5,552","5,173","4,971","4,755"
Montserrat,"4,989","4,993","4,984","4,981","4,967","4,899","4,835","4,929","9,848","10,615","10,792","11,607","11,580","11,534","11,726","11,957","14,233"
Falkland Islands,"3,377","3,234","3,068","2,928","2,834","2,901","2,935","2,892","2,490","1,982","1,850","1,854","1,903","1,992","2,078","2,150","2,204"
Niue,"1,615","1,620","1,609","1,614","1,619","1,618","1,683","1,899","2,165","2,329","2,719","3,404","3,976","5,135","5,098","4,826","4,694"
Tokelau,"1,340","1,319","1,300","1,282","1,252","1,140","1,208","1,554","1,517","1,608","1,709","1,553","1,572","1,621","1,922","1,873","1,607"
Holy See,799,801,793,801,803,794,798,785,780,768,746,724,728,644,854,906,908
