"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Eritrea","ERI","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51338555.1894923","63680868.9665723","68051948.0519481","87187500","131121493.856875","144029778.191364","143740067.102243","143806883.693546","135345454.545455","139440293.558513","139838947.715321","171409218.974052","217515865.82049","224764164.264473","219861092.682927","252987947.96748","357671544.715447","405118699.186992","","","","","","","","","","","",
"Spain","ESP","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174145983453.429","180433469066.071","165603409090.909","172435683260.942","177047730662.689","166942141146.121","175360178970.917","195717108977.979","248296839729.12","288050658058.108","313335406044.024","339173253042.278","387224199288.256","427278453200.527","369905529313.698","329036038642.829","326529901354.725","278671184764.052","274738733839.085","274984142085.889","240063049565.869","246520287884.474","262645568331.979","282339291749.936","280664573827.451","261043209719.845",
"Estonia","EST","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1232978756.88434","1271095070.88048","1345863390.44184","1431971298.25342","1372633091.99319","1414974661.38395","1596096141.79572","1878115286.80418","2578364950.31617","3088914285.71429","3704488247.73038","4587246267.72049","6034868601.14974","6382211806.06416","4608856626.84079","4763970662.30359","5963381762.31735","5816442524.75188","6365032937.98008","6589192609.59115","5460290652.50807","5784993125.05385","6445592317.51865","7326383204.03104","7140073353.05097","6942933850.52609",
"Ethiopia","ETH","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","640244541.062802","680842560.386474","726855893.719807","821164541.062802","869777729.468599","955727053.140097","1158515700.48309","1120993236.71498","1184137391.30435","1132761304.34783","979779903.381643","639444638.715433","658300184.938081","566945895.941763","711693101.13222","836304021.651394","1048070417.3335","904598314.443476","939100573.832696","940495440.654877","981826760.969284","1000215084.22396","1112413250.97605","1285195846.62683","1461949685.60729","1771405798.9379","2284013588.81055","2762680333.1891","3141068231.11623","2824291474.67225","3088120223.32506","4104183714.86526","5214885622.89081","7491703730.49824","10526636527.399","16295156520.2147","19283111445.2322","23010337250.3658","23807775734.1147","24871410998.5579",
"European Union","EUU","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1939956728996.94","2084832176160.86","1840423936067.31","1930327063072.77","2222203284080.94","2209038369441.76","2009280852631.9","2058091494134.18","2009481768098.09","1841453816149.15","1853113964388.54","1987873354963.83","2412908355744.46","2771404707538.59","2879346720633.59","3102294854958.29","3595996790091.95","3920183212819.07","3340763455102.01","3336990433976.68","3621470077244.56","3330925750923.27","3430056751664.66","3498570317416.3","3084065479872.36","3164970712877.39","3348354210829.03","3626310835150.42","3553075516818.83","3442778715378.58",
"Fragile and conflict affected situations","FCS","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","10458792629.7075","10846516387.1365","11221581820.8647","12192914079.4224","15256989772.5538","18262671342.0465","17613667677.046","17287529295.6704","16616140051.2383","16947962010.2889","17279355333.845","22151067323.4811","27915595833.8969","32813077469.7939","36175696272.6895","41332607681.5425","33877370974.8566","29548712503.3183","24051212657.4373","29153101878.2015","39573801742.9194","38106393994.3049","36838850074.4474","40921228304.4059","41154911570.424","39710705730.6062","40051006711.4094","42075098814.2292","50575620767.4944","57899180531.413","59910458898.147","65595282900.5144","78531344100.7391","84123333821.5907","64791608780.2167","65181549615.4229","68896417661.9858","60388521651.3151","63268165812.0752","63401952012.8941","54638174848.6407","56536519898.1588","62225783721.3705","66127126108.5767","64161562054.9019","64818486986.7706",
"Fiji","FJI","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","29593250.2203753","33119254.5019519","33371111.9506359","33844992.4509311","37548178.5403456","37902210.0080156","38540713.6322049","45626504.6428981","46533380.1005495","63499757.6345128","83857970.2845631","112959285.004965","139919698.260129","142586610.226133","136690647.482014","148913556.92017","200909417.254996","242420537.897311","237069974.256962","233336550.836551","200054080.629302","199795861.814151","199055131.761442","235104598.817195","226773856.419326","217255820.457247","252698038.158161","281949287.595381","296865613.98753","336507717.897538","364189713.322091","400988935.182023","410210481.405106","442172023.088434","446283853.986285","346486812.965573","368399675.060926","328722634.595509","340809979.79443","364833782.980475","429168688.680241","535160415.464512","490317445.29864","497189521.719039","522991119.667143","566742988.01531","478757375.875646","533025387.061461","657271860.361365","664238393.206324","684552677.310742","729164512.027127","710401840.198322","798825512.006493","840165949.005757","867199147.26454","856634836.141455","812658784.050696",
"France","FRA","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","18838772100.9205","20688237561.4241","22671895558.9327","25147149979.1326","28359799033.3696","30747363280.8732","33076467413.246","35349768708.4484","38069492701.0138","40858728477.3217","43119168536.6718","48965313128.9215","58776332899.87","77181791396.5822","82104473540.6438","103374636683.494","104878448511.336","115338325755.55","141940406976.744","169628430465.618","194746972989.755","166615570307.785","154680107795.189","146924864446.166","136801771372.814","141817053584.465","196416327303.722","234016151915.312","254520427265.72","250015422578.655","310396337790.628","308430415068.015","336444857496.902","305067176279.824","310082703213.611","357200683401.235","348033081164.252","312766913913.239","322339337336.002","316467078627.743","290076469504.33","288209395973.154","308562017692.452","371626410835.214","422249813757.139","430651660241.263","447119558399.197","508503969340.268","549059616229.676","492440955821.061","471593113842.57","514428716747.876","479560668779.047","505201302952.66","506143615240.458","431067639246.327","430847196041.023","446328770609.88","479485994878.251","475496798039.215","432556519635.799",
"Faroe Islands","FRO","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198767311.365807","202359450.703822","185968254.753745","212007978.084299","240693123.234575","279095890.826844","308941596.701774","302006036.452167","341948611.01769","393298675.533185","427453364.97911","366710813.482811","329172667.62682","361093002.030287","346275356.063876","376404394.352154","455643652.561247","417366488.800369","412808057.400062","492919777.673447","529360529.566402","579812276.966444","",
"Micronesia, Fed. Sts.","FSM","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15194800","16556900","14568600","17842900","17288200","19087500","19889000","16459400","16289400","14699700","13143100","10280000","8089300","9892300","19301500","21485300","25410200","27286500","23176400","19252300","19347900","20091900","19907900","19559800","19849800","19932200",
"Gabon","GAB","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","47982855.2854441","52915514.5904287","55938906.1540723","58908510.6320202","66331021.4378493","76715613.8565365","85884664.0985239","102845136.393194","134106360.225129","145021990.71567","154122708.078633","173956298.597872","220610774.143207","345911313.164074","978377371.370165","1343829510.68968","1876539328.2626","1636683950.63259","1381750067.01209","1871459772.60748","2586147054.91748","2255903739.69141","2193810963.96951","1927487444.59762","2126068950.85273","2221972614.82429","1616749799.10323","1603099457.01833","1378487343.74656","1746976492.13085","2559273291.3986","2410362880.1706","2422613771.94156","1981265105.90221","2205168652.21062","2596622567.55706","3152560715.18773","2857953492.16526","1934225813.02405","2276274238.50384","2858035955.66369","2396603648.53685","2524504362.8981","3063145308.1183","4001704788.95888","5742229995.76678","6141442915.50797","7127260366.33024","9614062780.26906","6110968174.33543","7932587448.56196","11086656394.7352","10100457804.9473","9960708243.33529","9597539999.91494","6930303014.63926","6316058948.64983","6788036790.58556","7949078754.83957","7961807578.45475","6238417060.69988",
"United Kingdom","GBR","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302806317471.591","308440705467.372","313734817479.818","276056960107.978","302673031833.486","330765346378.412","350784711388.456","371026522593.32","381611460748.592","383015693253.519","378533817521.561","357286598531.74","381869004796.163","430228571428.571","491091175393.629","515632727272.727","551955841766.329","613825530212.085","587242647058.823","456264215609.908","470494001529.739","495501948102.92","503504487992.812","526238464242.834","567110742601.731","537067341101.945","479314719204.307","481226190113.961","519416405688.616","517621457862.983","471074614624.648",
"Georgia","GEO","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2429442778.86902","","","","","","713097047.763821","780038535.645472","787739243.056555","594467769.819708","641993422.716924","661167390.255668","772100013.663069","961317984.806823","1239096410.68447","1523087107.6295","1681869242.86677","2126189763.54385","2423866380.46686","2037773121.81981","2063289008.58441","2712481470.50104","3161206322.29153","3182277263.43634","3295973268.39214","2864054994.93236","2915620906.74779","3283403068.34031","3505465451.24502","3550077782.90337","3355899807.0119",
"Ghana","GHA","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","382397929.168137","390802279.259745","357801703.507851","339265245.609408","375545055.110992","403980581.477098","441847289.068679","374434877.220628","458450704.225352","524844720.496894","590425531.914894","531355932.20339","505142857.142857","440488656.195462","493732193.732194","527593360.995851","386860442.624393","252147525.676937","268937383.841768","466911285.06197","751174500.440202","982464179.201466","828163265.306122","861068752.265442","878294422.580282","987781254.026062","1119054347.82609","1114421052.63158","1480739599.38367","1355648535.56485","1570058381.98499","1635168195.71865","1768847656.25","1890181660.89965","1961702925.73143","1265883648.37585","1340206617.3391","1558581524.48258","1924123211.81357","2195186214.56365","2699646486.96421","4047988744.39952","4839643791.5505","5563543286.13513","4822570747.33096","5800320279.72028","9387323096.14626","11199506493.5065","21416263904.3101","18570401505.213","15375017363.9154","15553963911.1975","18093051764.165","20982396571.6529","21258253459.5776","20381037796.8797",
"Gibraltar","GIB","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","685854806.906531","701676577.517638","796589323.303452","807239176.0408","922947388.894351","921937430.930304","882758151.23548","932110980.090536","850023611.653221","1038277244.11105","1149045742.86919","1089328240.78322","1107171565.28479","998824464.342076","940012098.38237","900206586.801328","924050187.013771","1093344439.52796","1109113797.73525","941627236.674538","1446428387.2202","1932719911.87188","2293502160.35801","2168803072.33584","2214618261.17769","2212931647.34747","2411847432.70985","2482888198.54826","2606694649.3407","2315042114.47421","2587713330.70939","3268168892.36784","3661233984.94054","3856171740.56109","5132466121.22602",
"Gambia, The","GMB","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","3668029.34423475","3895820.84672806","3432054.91287861","3768060.28896462","4296068.73709979","4575099.77611214","4896817.06890521","6197133.45864662","7949032.67286224","10259955.7522124","10783124.4102979","13192324.4657654","18291221.1727478","24120948.9514933","31377106.333527","27308813.1846046","20637693.8196113","23307814.7502463","29519265.6454898","30804591.7974267","21010830.3249097","23910154.9247993","25304096.3568064","29412152.5396909","34909252.4432035","106032336.741821","108352799.667255","114767324.234179","109178390.281576","116908636.568423","175616165.843302","125160232.152311","135023000.817431","127049661.696694","116048992.77425","101508452.751288","91401635.7228208","72320516.6400869","110153572.582176","118124915.136796","127799577.420125","152023036.657634","174324827.418395","148073944.243443","151677341.853491","162293345.55267","169211665.019593","163624507.753576","162471181.079721","236267104.56357","310805593.40596","269269815.421518","289200206.430497","313438679.650437","347251255.78379",
"Guinea-Bissau","GNB","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","16727346.594982","17339957.1416186","19700014.2843071","21801864.4067797","25179605.2631579","27640618.2071611","17449719.4938675","26028430.3940283","24517867.4351585","23544793.5563068","20722041.7161837","24631666.6666667","23850061.6026222","18739378.193729","19901170.0224705","22499993.7503516","25788911.0633842","21371774.4220376","22146392.5902474","34864611.1222941","42493179.0762396","23779525.3907256","23507646.5471017","22912341.3506359","25602656.2388134","29148030.9783768","29490216.0223786","40356749.8998577","25763121.6651937","27123638.803435","52359308.8222042","55942283.8165658","67503400.5407422","83487182.387781","82937319.1387687","84406431.4575168","82945782.1362506","91993104.5390243","120513452.914798","110913740.231098","111688837.159199","136397222.188034","133971513.03392","150895040.206552","152066612.483502","128449758.352211","148007376.238092","170124619.245761","190565379.023902","190938691.883238","193003304.458413",
"Equatorial Guinea","GNQ","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8363235410.27073","10627529384.4681","16658876078.51","11319646503.9329","12194159190.314","16672583369.3713","17308765623.7001","15901767526.6549","15277377253.1237","7792706091.1024","5882343858.03012","6937711484.20996","7503943786.08483","6055321806.87585","4531034423.28506",
"Greece","GRC","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26848249742.6092","27517366930.9173","25674037189.567","26286742764.9026","27263695930.1087","24396976229.9613","26329564205.8166","29902770562.7706","41429846501.1287","48931692326.7941","44116500435.2692","54628680215.7822","57324399124.0077","55507775010.9858","50534491525.4237","44232094939.4939","40633417012.4535","35833947432.3982","35969145239.0652","33201685669.5904","28361382837.5322","28049270671.0313","27368258485.5993","28884915804.1529","27341712943.5215","28320558348.0623",
"Grenada","GRD","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","7755061.48148148","9287406.29629629","11450353.3333333","11312015.1851852","13526671.1111111","17211904.0740741","17161420.3703704","18180518.8888889","21548918.1481481","25074194.8148148","30476727.037037","34080108.8888889","35933000","36991545.1851852","46087407.4074074","47373111.1111111","46121000","50257074.0740741","54235592.5925926","57078851.8518519","63417592.5925926","74239037.037037","83707666.6666667","93137444.4444444","85935000","89788629.6296296","100524629.62963","100123703.703704","158919481.481481","135706185.185185","142773185.185185","145000000","113577037.037037","113412703.703704","103895703.703704","98529370.3703704","112893259.259259","116766629.62963","122875222.222222","129044444.444444","143141222.222222","156701666.666667","165432851.851852","136453851.851852",
"Greenland","GRL","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","228091746.740137","286324714.993908","300488585.769314","336634828.815497","377610816.172824","455267648.731881","454942267.156634","452676872.744083","484828729.487585","493534743.202417","486868578.957677","446093541.202673","426017033.546872","478824071.185585","485074739.887019","548855034.364805","562389420.337662","",
"Guatemala","GTM","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","226943200","248009300","269766900","300476800","327017400","355373700","373408300","394278200","493257000","591967800","674259900","877552300","1144470400","1286757600","1485763500","1732284500","1871829900","1851170700","1855628900","1870918200","1912212000","1452935570.77626","1406000040","1583282404.58015","1690980184.65909","1513788398.94779","1841287259.63928","2089132209.02797","2266265890.62001","2555820628.73835","2881485905.07004","3085660214.73601","3553424625.22882","3878006099.0867","3685641314.50313","3817474211.66529","5032364365.1541","5557285040.3365","5921089612.00871","6574138438.30617","7387205936.67719","8408448912.21424","9360186529.91542","10826060317.4603","10219277764.1639","11182694134.8755","13098883923.7547","13947526475.6944","12164268658.996","13417543131.321","14139590975.597","14937680758.9574","15695773486.3022","15686548170.0181","16806671820.3906","17133323706.7207",
"Guam","GUM","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","47424604.79496","52266231.1147407","62007816.6015283","52091232.5730619","61599486.6709444","66941176.4705882","72470588.2352941","81352941.1764706","79200000","86950000","94650000","95300000","93476190.4761905","91333333.3333333","130818181.818182","157041666.666667","145960000","145600000","156400000","160200000","191200000","147142857.142857","120666666.666667","91000000","90000000","93720930.2325581","115813953.488372","92244897.9591837","106600000","98235294.1176471","68987341.7721519","70447227.1914132","61662669.8641087","106950844.854071","131012292.118583","130619718.309859","159487179.487179","163678625.852347","149768467.768189","138248744.367914","142542345.009045","143022024.249309","142679568.87735","134120218.714523","134825964.726498","137500938.086304","525265877.676168","646118765.465412","748404116.615505","777803383.182153","854888973.353408","976514269.609225","1080283991.40138","1068126558.58831","1006823954.75497","1057922518.15981","1317147699.75787","1244363196.12591","1257221975.89313","1484311750.59952","2122633093.52518",
"High income","HIC","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7020447978896.41","6851791334136.66","7161126979661.71","7354047626112.29","6978620978845.31","7081204348991.81","7939750088979.49","8893308566763.36","9478512178424.79","10097608290053.1","10962241375696.1","11575304612161.8","10113039252270.3","10855650398295.8","11829979040849.2","11776214709201.8","11788842684435.6","11994227510967.7","10925876902261.4","10966730023240","11614049836691.4","12516709675235.9","12411590972932.4","",
"Hong Kong SAR, China","HKG","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20741605914.3649","19223854952.0439","17693777327.5718","15910258385.9865","15511427837.699","15356614763.4783","15474909240.7117","14581357192.2988","15354189140.5969","14707551794.4219","15629279719.9197","16693088386.4337","17975736166.2627","19154589994.8427","20598908964.2899","21836347686.9888","23986447315.8729","24635708053.1746","23436116603.9421","22709325029.6711","21749342546.2796",
"Honduras","HND","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","57300000","59350000","69200000","73800000","81400000","88650000","94250000","113100000","126750000","134050000","145000000","149500000","164500000","198500000","237000000","252500000","280000000","339500000","729905214.2445","869506699.19392","939894012.539275","910770934.441635","1065001079.70775","1123642909.90986","1335757014.54417","1401867065.44667","1487818447.31071","1728232467.07267","1597882188.85811","1588145489.04137","1542425032.87253","1359013241.29629","1501033358.19131","1513589769.95442","1464235871.94368","1663106934.30657","1617123369.93243","1732365703.42205","1893605516.98671","1969998787.45645","2087170686.26973","2095368058.64524","2119719255.09272","2228129176.757","2327944323.07038","2537943177.31753","2903943363.45748","3210861965.07864","3578329850.81759","3769582615.0669","4024765889.55309","4540229758.89287","4805037926.8436","4668244272.95724","4808663621.51151","5343901812.45248","5570205243.2836","6097427760.8223","6355714277.45024","6746308633.13102","6140386711.08667",
"Heavily indebted poor countries (HIPC)","HPC","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","19027253316.5246","18955839506.8521","20248591714.897","21495328308.9061","24070343772.52","27103897118.7302","26430822184.5868","26925092403.1812","29684409264.1548","28681053381.4426","27027800360.5131","28243264419.7372","23431199509.469","27447646084.0461","30515848984.0514","31343090640.3905","33167456632.3584","33835157690.8893","38112022144.098","36524156211.9663","40471619187.2305","46172701778.4872","56087087090.4644","63010886569.7781","76332944818.5251","91965880971.5426","111701709670.977","104894465907.991","116365332862.9","136256028232.47","140684145492.264","163733698620.979","169827982634.571","155567684284.597","157998706597.196","176717995543.944","200588316621.057","203372416161.641","201582394781.253",
"Croatia","HRV","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5979462199.70482","6093792857.26277","6364474477.93928","6387660381.14735","5652540563.31977","5258384424.78887","5515867319.29756","6183335037.19736","8148136404.90665","10181357553.4453","10873680257.0935","11910491021.25","13920161988.2472","16173065510.7995","14340699357.6097","12959925260.4255","13661789277.4126","12128953814.2956","12176216794.3137","12163423520.0041","10350309510.003","10790518280.0592","11380272795.1543","12373253388.4937","12419836530.9814","12101645583.6173",
"Haiti","HTI","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","577197000","621655800","714798800","902694746.550863","517725537.66959","451891142.340472","481801454.131116","855096289.337717","1015321935.22651","1069050362.91469","1297919713.42267","1376872852.02757","1570426529.19771","1494247285.88155","1405246747.63574","1201651132.3805","1545824964.90932","1799686379.02729","1990863848.23613","2411627786.77961","2800218266.0597","3041379890.61636","2790884486.57392","3199188296.8769","3478404642.33661","3828433571.4766","4023109719.47705","3852696170.07606","3439753995.99159","3577940319.01766","3959653095.44847","3404141062.92825","3384411330.8971",
"Hungary","HUN","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11980397194.6448","11856974307.3384","13143971921.2888","13684383099.5743","13503890855.3303","12771894597.4756","14586580566.3423","18123940087.6356","22505912663.3311","27957077285.9413","30772803226.7358","31465221731.0709","37432615678.189","40786371535.4943","32884422736.391","33308061058.0564","35633334162.2939","32227013419.713","33987670712.3539","36232354311.0181","33024989931.3542","32785847235.8715","36020883031.7017","40276591807.6569","40532106240.9688","38202361497.4188",
"IBRD only","IBD","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","125196347115.916","98675746684.9839","98828523845.9887","114204654632.633","128276960547.162","142831935067.278","153350292230.417","148386880940.331","154366364319.81","180197003579.769","202888632625.344","228397184212.4","258846433586.318","340581253893.546","454529221620.387","489529279353.002","537104057096.399","607714216526.241","631794982557.813","784269701828.982","900736933512.731","929687284406.786","938140556150.021","924490106777.226","933957034479.202","966836336154.297","987126957146.04","1018810628913.22","1119756500000","1174403132480.92","1353122320622.29","1221059840955.71","1265909181105.29","1381340216330.26","1536501611874.6","1638508854344.2","1798107395585.96","1910406262836.51","1797546338611.62","1789231143084.65","1998857772295.86","2008357866068.5","2071511418585.88","2329726638981.91","2846788509558.69","3459867741642.62","4168280559386.92","5134124230469.96","6264400260587.71","5902088748735.53","7250911687797.09","8686407168939.98","9130420534072.16","9446607647441.87","9631259619979.18","8965396567391.92","8818042234070.51","9788760520783.23","10589717757278","10549439926332.3","9976597589897.27",
"IDA & IBRD total","IBT","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","143878961603.094","115195274674.101","115834837366.642","133396014519.154","150278200746.007","167367115686.474","180061224854.816","174888274447.5","182479310401.935","212902888477.663","238890934416.215","267743048329.427","301600457637.463","394959598165.237","527257386952.117","569171337500.334","622144755566.5","702426465565.768","734054903123.309","911204994458.211","1049370536088.74","1084136831794.53","1069959204293.26","1030018852053.43","1026361386530.44","1065559087953.32","1083040597747.93","1120597857585.04","1219843349222.45","1277420197399.15","1470716734234.45","1336933668840.52","1381907580384.91","1491451229341.7","1647605852003.72","1765546357472.33","1946763138033.59","2066146771005.21","1947406448808.49","1946455608267.61","2178872225524.04","2183155500384.86","2288100264745.71","2627620232198.45","3257225481977.52","4002646387088.98","4898601694801.87","6151845371316.92","7703457014945.08","7564380731144.94","9340333183240.76","11398484313457.4","9590988088412.65","9922620776095.54","10136433016247.1","9425862705512.69","9259631812489.29","10267635409574","11128071271039.6","11131794768060.8","10559801258632",
"IDA total","IDA","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","160799042421.485","135896062504.297","107548618043.758","92456248690.0442","99205617754.9543","95693758328.938","101937942838.513","98139955786.5477","100645588293.907","114345630785.413","115427552478.382","114474697407.503","103416532494.557","99934013814.747","117705840662.237","141664308099.78","147537385496.897","143311175742.546","153544207496.957","177564846889.477","170032058176.854","212314304515.652","294138240251.596","406728612337.162","539108771526.681","727355158892.952","1016071914839.91","1440120884556.01","1663604947194.29","2091080117508.45","2714265881913.59","460560975908.586","476005680351.134","505181864126.037","460467170808.494","441902314646.289","479534265866.869","538507401133.696","581246049298.811","581873457202.279",
"IDA blend","IDB","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","86029482616.3869","70147965566.2008","51567918302.6841","40312243723.8005","42900418387.0841","37052835108.6953","37645818113.9757","37941476396.0783","37480946998.8065","42629086504.874","44059448928.1788","43927968098.1096","35994069397.8121","34363054357.8797","41534475067.1564","47745577619.4402","46592403089.3266","42097952991.0263","44681339141.7599","51409129898.1035","47376763526.6154","48454746950.7074","58548532471.7535","77932171807.7366","95205585734.5708","114352055464.752","127529718239.884","158009001204.952","132610341489.542","169844258982.478","207905193447.677","227112193226.503","237130060191.214","248272344295.645","210039910296.777","183308634598.939","194574954667.708","220928772171.706","243584948912.962","235103139329.7",
"Indonesia","IDN","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","34000065622.5601","34272532514.7226","31309659255.4452","27015046794.7587","27527743207.7532","30522857857.4913","35048697753.9539","41803461860.1898","48053829528.1712","51185130448.4906","62697845685.504","71892583593.6596","84492880703.8655","98805276864.6202","95639280384.1121","43167893391.703","60704672230.3797","69257791736.1581","76843660197.4948","93418806749.0482","102711934225.852","114620174390.226","133046281901.557","171142373535.353","202273722787.441","245219682002.07","257121363819.561","322998068749.924","392133305432.013","400133862750.219","389060847471.237","373503858292.014","344753719560.026","366306491662.047","399942076853.671","414091742812.015","435909198456.504","404965381260.795",
"IDA only","IDX","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64628979530.4253","63399957139.1327","62467297151.2002","62927899322.5858","61539549416.3648","70721131767.1335","88842440034.0142","97729810102.1177","100178741763.448","108033846055.09","125357554773.86","123026703940.287","164252163525.421","236025723224.164","329359608981.999","444539519223.628","613669755095.637","889935779077.961","1284371174438.39","1533831396199.65","1924787435068.54","2511026946741.17","233381363544.639","238795183028.559","256835997380.034","250417011617.482","258647803181.558","285033256713.215","317653175763.713","337722135100.146","346642184653.987",
"Isle of Man","IMN","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","617875197.472354","630909801.469439","636560803.02781","616899923.605806","541367809.883878","518719433.719434","600972648.432288","555476129.69109","",
"India","IND","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","7714933187.55539","8409411397.4989","9297703005.81281","10594463041.3049","11835607727.7998","12896666334.9391","9809070779.12143","10071830576.412","10949998383.3467","12518090352.0147","13563974410.7213","15081238563.2418","16013474323.2673","18255996684.8696","22568187733.4708","22846921732.9662","25145699499.2415","29643225639.7244","34770502916.4936","39765906161.0656","47207847596.4436","50506697608.2436","52486618689.3772","57400453236.9605","56729284398.8071","61915753548.3101","66556037283.1048","74499836577.7615","79223617939.6962","81562609926.0515","88120604519.0545","71420498682.6328","77218944834.2187","74799816004.1831","90420356850.9795","103039951865.09","109666488084.776","115765234574.779","115041753391.406","121675932418.275","127992796683.849","128582535067.598","142435205180.752","166959952655.459","207206858403.18","242289565890.282","290796431900.905","376010652380.609","373296751400.195","417613522969.33","514834122665.28","549862481134.772","537298622212.093","527400053692.529","563949267588.104","575276394525.611","610852273055.821","702640772172.48","712631585181.679","694018854092.557","625717148144.156",
"Not classified","INX","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
